latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,-14400,America/New_York,EDT

time,temperature_2m (°F),relative_humidity_2m (%),apparent_temperature (°F),precipitation (inch),weather_code (wmo code)
2024-05-15T15:00,67.1,62,62.1,0.008,51
2024-05-15T16:00,64.5,74,59.7,0.012,51
2024-05-15T17:00,63.5,80,59.7,0.008,51
2024-05-15T18:00,62.2,84,58.5,0.008,51
2024-05-15T19:00,60.2,88,56.8,0.004,51
2024-05-15T20:00,58.1,91,54.1,0.004,51
2024-05-15T21:00,58.4,96,54.5,0.016,51
2024-05-15T22:00,58.9,94,54.6,0.004,51
2024-05-15T23:00,59.3,93,55.2,0.004,51
2024-05-16T00:00,59.2,92,54.7,0.004,51
2024-05-16T01:00,59.0,91,54.2,0.008,51
2024-05-16T02:00,58.8,92,54.3,0.008,51
2024-05-16T03:00,58.5,92,53.9,0.012,51
2024-05-16T04:00,58.6,91,53.5,0.004,51
2024-05-16T05:00,58.6,90,53.4,0.004,51
2024-05-16T06:00,58.6,90,53.7,0.004,51
2024-05-16T07:00,58.9,89,53.7,0.004,51
2024-05-16T08:00,59.3,87,54.3,0.004,51
2024-05-16T09:00,60.8,88,55.7,0.008,51
2024-05-16T10:00,61.6,87,56.8,0.008,51
2024-05-16T11:00,62.4,84,57.0,0.008,51
2024-05-16T12:00,64.7,75,58.6,0.008,51
2024-05-16T13:00,65.8,74,60.7,0.016,51
2024-05-16T14:00,65.3,74,60.7,0.008,51
2024-05-16T15:00,65.3,77,61.9,0.016,51
2024-05-16T16:00,64.4,82,62.1,0.020,53
2024-05-16T17:00,64.6,82,63.4,0.008,51
2024-05-16T18:00,64.5,82,63.1,0.012,51
2024-05-16T19:00,63.2,84,60.4,0.012,51
2024-05-16T20:00,61.0,87,58.3,0.008,51
2024-05-16T21:00,60.7,91,59.0,0.008,51
2024-05-16T22:00,59.5,92,57.5,0.000,0
2024-05-16T23:00,58.5,91,56.8,0.000,0
2024-05-17T00:00,57.3,91,55.5,0.000,0
2024-05-17T01:00,56.6,90,53.5,0.000,0
2024-05-17T02:00,55.6,89,52.9,0.000,0
2024-05-17T03:00,54.5,90,52.1,0.000,0
2024-05-17T04:00,53.5,93,51.5,0.000,1
2024-05-17T05:00,53.4,94,51.1,0.000,3
2024-05-17T06:00,53.9,93,51.5,0.000,3
2024-05-17T07:00,55.4,91,52.5,0.000,3
2024-05-17T08:00,58.1,85,55.3,0.000,1
2024-05-17T09:00,60.8,81,58.6,0.000,2
2024-05-17T10:00,65.1,70,62.9,0.000,1
2024-05-17T11:00,68.9,61,67.3,0.000,2
2024-05-17T12:00,70.4,59,68.4,0.000,3
2024-05-17T13:00,71.4,56,68.8,0.000,3
2024-05-17T14:00,71.3,55,68.5,0.000,3
2024-05-17T15:00,72.4,52,69.8,0.000,3
2024-05-17T16:00,72.4,51,70.7,0.000,3
2024-05-17T17:00,71.3,53,70.9,0.000,3
2024-05-17T18:00,70.2,59,70.7,0.000,2
2024-05-17T19:00,68.5,72,70.9,0.000,1
2024-05-17T20:00,66.7,72,68.1,0.000,2
2024-05-17T21:00,65.9,71,67.5,0.000,1
2024-05-17T22:00,60.3,84,59.9,0.000,1
2024-05-17T23:00,58.1,83,57.0,0.000,1
2024-05-18T00:00,56.6,84,55.8,0.000,1
2024-05-18T01:00,55.5,88,54.6,0.000,1
2024-05-18T02:00,56.3,85,55.6,0.000,2
2024-05-18T03:00,55.6,88,55.3,0.000,2
2024-05-18T04:00,55.7,89,55.4,0.000,2
2024-05-18T05:00,55.4,91,55.1,0.000,2
2024-05-18T06:00,55.7,89,54.3,0.000,1
2024-05-18T07:00,57.2,80,55.3,0.000,3
2024-05-18T08:00,58.5,73,56.1,0.000,2
2024-05-18T09:00,65.0,61,62.9,0.000,3
2024-05-18T10:00,66.4,57,64.4,0.000,3
2024-05-18T11:00,67.4,56,65.6,0.000,1
2024-05-18T12:00,69.4,55,68.8,0.000,1
2024-05-18T13:00,71.1,54,70.9,0.000,2
2024-05-18T14:00,72.6,53,72.5,0.000,1
2024-05-18T15:00,72.6,54,71.1,0.000,3
2024-05-18T16:00,66.7,73,65.1,0.004,51
2024-05-18T17:00,62.2,80,60.7,0.012,51
2024-05-18T18:00,60.3,88,60.0,0.016,51
2024-05-18T19:00,59.4,92,60.2,0.016,51
2024-05-18T20:00,58.8,95,60.4,0.012,51
2024-05-18T21:00,60.0,94,62.0,0.008,51
2024-05-18T22:00,59.7,95,61.2,0.016,51
2024-05-18T23:00,58.5,95,59.4,0.004,51
2024-05-19T00:00,56.7,96,57.2,0.000,0
2024-05-19T01:00,55.5,98,55.5,0.000,1
2024-05-19T02:00,55.4,98,55.5,0.000,1
2024-05-19T03:00,54.8,99,55.1,0.000,3
2024-05-19T04:00,55.5,100,55.6,0.000,3
2024-05-19T05:00,55.8,96,54.5,0.000,3
2024-05-19T06:00,55.9,92,53.8,0.000,3
2024-05-19T07:00,56.7,88,53.6,0.000,3
2024-05-19T08:00,58.1,83,53.8,0.000,3
2024-05-19T09:00,62.6,75,59.1,0.000,3
2024-05-19T10:00,65.3,70,62.3,0.000,3
2024-05-19T11:00,68.2,65,65.7,0.000,3
2024-05-19T12:00,69.3,61,66.7,0.000,3
2024-05-19T13:00,70.8,58,68.9,0.000,3
2024-05-19T14:00,72.9,55,71.5,0.004,51
2024-05-19T15:00,73.6,55,73.0,0.004,51
2024-05-19T16:00,72.5,57,72.9,0.000,3
2024-05-19T17:00,70.2,68,70.3,0.000,2
2024-05-19T18:00,65.3,75,63.4,0.000,1
2024-05-19T19:00,61.7,80,60.1,0.000,0
2024-05-19T20:00,58.3,86,56.7,0.000,1
2024-05-19T21:00,56.1,89,54.3,0.000,0
2024-05-19T22:00,55.3,91,54.1,0.000,0
2024-05-19T23:00,54.1,94,53.5,0.000,0
2024-05-20T00:00,54.0,93,53.6,0.000,0
2024-05-20T01:00,53.1,95,52.6,0.000,0
2024-05-20T02:00,52.1,97,51.1,0.000,0
2024-05-20T03:00,51.4,98,49.9,0.000,0
2024-05-20T04:00,51.8,99,50.7,0.000,0
2024-05-20T05:00,50.9,100,49.6,0.000,1
2024-05-20T06:00,51.3,100,50.5,0.000,3
2024-05-20T07:00,53.7,97,53.3,0.000,3
2024-05-20T08:00,57.9,90,58.3,0.000,0
2024-05-20T09:00,62.5,77,62.9,0.000,0
2024-05-20T10:00,65.1,72,67.1,0.000,0
2024-05-20T11:00,68.5,67,72.1,0.000,3
2024-05-20T12:00,71.3,63,75.1,0.000,3
2024-05-20T13:00,74.4,57,78.8,0.000,3
2024-05-20T14:00,74.2,63,77.1,0.000,1
2024-05-20T15:00,72.2,66,73.8,0.000,0
2024-05-20T16:00,71.0,65,70.5,0.000,1
2024-05-20T17:00,68.3,68,65.8,0.000,1
2024-05-20T18:00,65.1,72,62.3,0.000,1
2024-05-20T19:00,62.7,77,60.0,0.000,0
2024-05-20T20:00,59.9,85,58.6,0.000,0
2024-05-20T21:00,59.0,85,57.7,0.000,0
2024-05-20T22:00,58.1,88,57.4,0.000,1
2024-05-20T23:00,57.0,92,56.4,0.000,0
2024-05-21T00:00,56.0,95,55.6,0.000,1
2024-05-21T01:00,55.4,96,55.1,0.000,1
2024-05-21T02:00,54.9,97,54.6,0.000,1
2024-05-21T03:00,54.6,97,54.1,0.000,1
2024-05-21T04:00,54.1,98,53.6,0.000,1
2024-05-21T05:00,53.8,98,53.0,0.000,1
2024-05-21T06:00,54.1,97,53.2,0.000,0
2024-05-21T07:00,56.8,92,56.0,0.000,1
2024-05-21T08:00,60.6,85,60.2,0.000,0
2024-05-21T09:00,65.7,81,67.5,0.000,0
2024-05-21T10:00,69.8,76,73.1,0.000,0
2024-05-21T11:00,74.0,71,79.2,0.000,0
2024-05-21T12:00,77.6,66,83.9,0.000,0
2024-05-21T13:00,80.0,62,86.5,0.000,0
2024-05-21T14:00,80.4,62,85.9,0.000,0
2024-05-21T15:00,78.9,67,83.6,0.000,0
2024-05-21T16:00,77.0,71,80.6,0.000,0
2024-05-21T17:00,73.7,78,75.7,0.000,0
2024-05-21T18:00,70.9,79,72.1,0.000,0
2024-05-21T19:00,68.7,80,70.1,0.000,1
2024-05-21T20:00,66.6,84,67.9,0.000,1
2024-05-21T21:00,67.3,85,69.0,0.000,1
2024-05-21T22:00,67.3,81,68.9,0.000,1
2024-05-21T23:00,67.8,75,68.2,0.000,1
2024-05-22T00:00,66.5,77,66.7,0.000,1
2024-05-22T01:00,64.9,82,65.3,0.000,1
2024-05-22T02:00,63.5,85,63.8,0.000,1
2024-05-22T03:00,62.0,86,61.6,0.000,0
2024-05-22T04:00,61.0,87,60.3,0.000,0
2024-05-22T05:00,60.1,90,60.0,0.000,1
2024-05-22T06:00,59.9,91,59.9,0.000,1
2024-05-22T07:00,62.8,86,63.1,0.000,1
2024-05-22T08:00,66.5,79,67.5,0.000,0
2024-05-22T09:00,71.7,70,72.6,0.000,0
2024-05-22T10:00,75.5,65,77.6,0.000,0
2024-05-22T11:00,79.4,58,82.6,0.000,0
2024-05-22T12:00,82.0,52,85.2,0.000,0
2024-05-22T13:00,83.0,51,87.0,0.000,0
2024-05-22T14:00,80.6,62,84.8,0.000,0
2024-05-22T15:00,78.1,67,80.7,0.000,0
2024-05-22T16:00,75.6,67,76.2,0.000,0
2024-05-22T17:00,74.7,68,74.0,0.000,0
2024-05-22T18:00,74.3,70,74.5,0.000,0
2024-05-22T19:00,73.8,71,74.4,0.000,0
2024-05-22T20:00,73.2,69,72.9,0.000,1
2024-05-22T21:00,73.7,69,74.7,0.000,1
2024-05-22T22:00,73.4,69,74.1,0.000,1
2024-05-22T23:00,71.8,73,72.7,0.000,0
2024-05-23T00:00,70.2,78,71.9,0.000,1
2024-05-23T01:00,69.1,81,70.9,0.000,0
2024-05-23T02:00,68.4,83,70.2,0.000,1
2024-05-23T03:00,67.9,84,69.8,0.000,1
2024-05-23T04:00,66.9,87,69.1,0.000,1
2024-05-23T05:00,65.9,90,68.4,0.000,1
2024-05-23T06:00,65.7,90,68.6,0.012,51
2024-05-23T07:00,68.1,86,70.2,0.000,1
2024-05-23T08:00,71.0,81,73.8,0.000,1
2024-05-23T09:00,72.0,84,77.3,0.063,61
2024-05-23T10:00,74.1,80,79.0,0.020,53
2024-05-23T11:00,73.4,84,78.7,0.024,53
2024-05-23T12:00,75.5,76,79.1,0.000,2
2024-05-23T13:00,76.5,70,81.3,0.000,3
2024-05-23T14:00,77.1,67,82.0,0.000,3
2024-05-23T15:00,78.9,60,82.3,0.000,1
2024-05-23T16:00,80.5,53,82.7,0.000,1
2024-05-23T17:00,80.1,54,80.8,0.000,0
2024-05-23T18:00,79.8,56,80.0,0.000,1
2024-05-23T19:00,78.6,55,79.5,0.000,1
2024-05-23T20:00,75.0,65,77.6,0.000,1
2024-05-23T21:00,69.4,77,71.2,0.000,0
2024-05-23T22:00,68.6,79,70.7,0.000,0
2024-05-23T23:00,67.4,83,69.2,0.000,0
2024-05-24T00:00,65.9,88,67.7,0.000,0
2024-05-24T01:00,64.6,90,66.6,0.000,0
2024-05-24T02:00,63.4,92,65.1,0.000,0
2024-05-24T03:00,61.7,94,62.9,0.000,0
2024-05-24T04:00,60.0,97,60.5,0.000,1
2024-05-24T05:00,60.5,97,61.9,0.000,1
2024-05-24T06:00,60.3,98,62.0,0.000,1
2024-05-24T07:00,64.4,91,66.6,0.000,1
2024-05-24T08:00,68.1,80,70.4,0.000,1
2024-05-24T09:00,73.8,56,73.9,0.000,1
2024-05-24T10:00,77.1,42,76.0,0.000,0
2024-05-24T11:00,79.4,34,78.7,0.000,0
2024-05-24T12:00,80.6,30,79.7,0.000,0
2024-05-24T13:00,81.6,29,80.7,0.000,0
2024-05-24T14:00,82.7,28,82.1,0.000,0
2024-05-24T15:00,83.5,28,82.5,0.000,0
2024-05-24T16:00,84.4,27,81.8,0.000,0
2024-05-24T17:00,83.9,29,80.3,0.000,0
2024-05-24T18:00,82.8,34,81.2,0.000,0
2024-05-24T19:00,78.9,51,81.0,0.000,0
2024-05-24T20:00,72.5,58,72.3,0.000,0
2024-05-24T21:00,70.5,53,68.5,0.000,0
2024-05-24T22:00,68.4,60,67.6,0.000,0
2024-05-24T23:00,64.2,77,64.0,0.000,0
2024-05-25T00:00,62.9,83,63.2,0.000,0
2024-05-25T01:00,62.9,78,61.6,0.000,0
2024-05-25T02:00,62.8,66,60.3,0.000,0
2024-05-25T03:00,60.8,72,59.2,0.000,1
2024-05-25T04:00,58.8,80,57.7,0.000,0
2024-05-25T05:00,56.7,87,55.0,0.000,1
2024-05-25T06:00,60.3,76,60.1,0.000,1
2024-05-25T07:00,61.9,75,61.2,0.000,0
2024-05-25T08:00,65.3,59,63.3,0.000,0
2024-05-25T09:00,70.1,51,68.1,0.000,0
2024-05-25T10:00,73.1,49,73.4,0.000,1
2024-05-25T11:00,75.8,47,78.3,0.000,1
2024-05-25T12:00,77.9,44,80.8,0.000,0
2024-05-25T13:00,78.4,42,79.3,0.000,1
2024-05-25T14:00,77.0,41,76.6,0.000,0
2024-05-25T15:00,76.3,42,75.7,0.000,1
2024-05-25T16:00,74.6,46,72.5,0.000,1
2024-05-25T17:00,70.1,57,67.2,0.000,1
2024-05-25T18:00,67.7,67,66.1,0.000,0
2024-05-25T19:00,65.3,76,64.2,0.000,0
2024-05-25T20:00,62.5,80,61.1,0.000,0
2024-05-25T21:00,62.2,81,61.7,0.000,1
2024-05-25T22:00,61.0,89,61.4,0.000,1
2024-05-25T23:00,61.4,92,62.2,0.000,1
2024-05-26T00:00,61.5,93,62.7,0.004,51
2024-05-26T01:00,61.7,95,64.8,0.000,1
2024-05-26T02:00,61.7,95,65.0,0.004,51
2024-05-26T03:00,60.8,98,63.6,0.000,2
2024-05-26T04:00,60.5,98,62.8,0.000,2
2024-05-26T05:00,59.9,100,62.3,0.000,3
2024-05-26T06:00,60.1,99,61.5,0.000,3
2024-05-26T07:00,61.8,96,63.6,0.000,3
2024-05-26T08:00,64.6,90,66.5,0.000,1
2024-05-26T09:00,69.1,88,72.3,0.000,1
2024-05-26T10:00,73.3,77,76.9,0.000,1
2024-05-26T11:00,76.1,70,81.3,0.000,0
2024-05-26T12:00,77.4,68,83.1,0.000,0
2024-05-26T13:00,78.3,65,83.3,0.000,0
2024-05-26T14:00,78.5,64,82.2,0.000,1
2024-05-26T15:00,76.4,69,79.3,0.000,1
2024-05-26T16:00,73.9,75,75.9,0.000,1
2024-05-26T17:00,70.0,82,71.1,0.000,2
2024-05-26T18:00,68.1,85,69.5,0.000,3
2024-05-26T19:00,66.7,89,68.6,0.000,3
2024-05-26T20:00,64.8,94,65.9,0.000,3
2024-05-26T21:00,65.8,98,68.7,0.000,3
2024-05-26T22:00,65.4,98,67.1,0.000,3
2024-05-26T23:00,65.3,98,66.8,0.000,3
2024-05-27T00:00,64.7,97,66.0,0.000,3
2024-05-27T01:00,63.5,99,64.2,0.000,3
2024-05-27T02:00,62.6,98,63.2,0.000,3
2024-05-27T03:00,62.5,98,62.9,0.000,3
2024-05-27T04:00,62.6,97,63.0,0.000,3
2024-05-27T05:00,62.6,99,62.6,0.008,51
2024-05-27T06:00,62.6,99,63.4,0.000,3
2024-05-27T07:00,63.1,97,63.6,0.000,3
2024-05-27T08:00,63.1,97,63.9,0.012,51
2024-05-27T09:00,67.8,93,69.1,0.004,51
2024-05-27T10:00,68.3,93,69.3,0.012,51
2024-05-27T11:00,70.7,86,70.1,0.000,3
2024-05-27T12:00,70.1,88,70.2,0.004,51
2024-05-27T13:00,72.0,83,71.3,0.004,51
2024-05-27T14:00,72.2,83,71.9,0.024,53
2024-05-27T15:00,69.1,95,71.1,0.114,63
2024-05-27T16:00,69.3,97,70.8,0.047,55
2024-05-27T17:00,66.8,98,68.5,0.063,61
2024-05-27T18:00,66.0,97,67.9,0.043,55
2024-05-27T19:00,66.9,95,68.4,0.193,63
2024-05-27T20:00,66.9,94,68.0,0.028,53
2024-05-27T21:00,65.0,98,68.2,0.339,65
2024-05-27T22:00,65.3,97,68.5,0.409,65
2024-05-27T23:00,65.3,98,69.4,0.059,61
2024-05-28T00:00,65.0,98,68.3,0.000,3
2024-05-28T01:00,65.8,96,68.8,0.000,3
2024-05-28T02:00,65.5,97,69.3,0.000,2
2024-05-28T03:00,65.2,98,68.9,0.000,3
2024-05-28T04:00,64.9,99,68.1,0.000,3
2024-05-28T05:00,65.6,98,68.6,0.000,0
2024-05-28T06:00,65.4,95,67.3,0.000,0
2024-05-28T07:00,66.4,90,67.3,0.000,0
2024-05-28T08:00,68.3,82,68.3,0.000,0
2024-05-28T09:00,71.2,74,71.1,0.000,0
2024-05-28T10:00,72.6,67,72.3,0.000,0
2024-05-28T11:00,74.4,59,74.7,0.000,0
2024-05-28T12:00,76.5,51,76.8,0.000,0
2024-05-28T13:00,79.2,45,79.0,0.000,0
2024-05-28T14:00,80.4,39,77.8,0.000,0
2024-05-28T15:00,79.7,40,76.0,0.000,0
2024-05-28T16:00,80.0,40,76.4,0.000,0
2024-05-28T17:00,79.8,39,74.8,0.000,0
2024-05-28T18:00,78.5,43,74.0,0.000,0
2024-05-28T19:00,76.0,48,73.1,0.000,0
2024-05-28T20:00,72.6,52,70.0,0.000,0
2024-05-28T21:00,67.6,63,66.6,0.000,0
2024-05-28T22:00,65.1,70,64.6,0.000,0
2024-05-28T23:00,63.6,74,62.5,0.000,0
2024-05-29T00:00,62.0,79,61.4,0.000,0
2024-05-29T01:00,60.6,82,59.8,0.000,0
2024-05-29T02:00,59.2,85,58.9,0.000,0
2024-05-29T03:00,58.1,89,57.9,0.000,0
2024-05-29T04:00,57.3,91,57.1,0.000,0
2024-05-29T05:00,56.9,92,56.3,0.000,0
2024-05-29T06:00,56.8,92,56.4,0.000,0
2024-05-29T07:00,59.5,84,58.7,0.000,0
2024-05-29T08:00,62.3,77,61.3,0.000,0
2024-05-29T09:00,66.8,65,65.4,0.000,0
2024-05-29T10:00,69.1,58,68.9,0.000,0
2024-05-29T11:00,71.5,53,73.4,0.000,1
2024-05-29T12:00,72.2,50,74.3,0.004,51
2024-05-29T13:00,73.5,48,75.7,0.004,51
2024-05-29T14:00,74.9,49,77.6,0.000,0
2024-05-29T15:00,76.0,47,78.3,0.000,0
2024-05-29T16:00,76.8,45,78.6,0.000,0
2024-05-29T17:00,74.4,49,73.5,0.000,1
2024-05-29T18:00,70.6,63,68.9,0.024,53
2024-05-29T19:00,67.8,69,65.5,0.000,3
2024-05-29T20:00,65.2,77,65.6,0.024,53
2024-05-29T21:00,63.1,91,64.4,0.197,63
2024-05-29T22:00,62.7,91,65.6,0.126,63
2024-05-29T23:00,62.6,93,64.9,0.110,63
2024-05-30T00:00,62.4,90,64.2,0.055,61
2024-05-30T01:00,61.1,91,62.3,0.028,53
2024-05-30T02:00,59.0,90,59.5,0.000,2
2024-05-30T03:00,59.1,91,58.3,0.000,2
2024-05-30T04:00,58.3,88,55.7,0.000,0
2024-05-30T05:00,57.2,91,55.4,0.000,1
2024-05-30T06:00,56.7,92,55.3,0.000,0
2024-05-30T07:00,57.8,86,55.0,0.000,0
2024-05-30T08:00,59.4,79,55.1,0.000,0
2024-05-30T09:00,61.3,70,56.1,0.000,0
2024-05-30T10:00,63.7,65,59.0,0.000,1
2024-05-30T11:00,65.5,59,61.6,0.000,1
2024-05-30T12:00,67.1,53,62.7,0.000,2
2024-05-30T13:00,68.5,50,65.7,0.000,3
2024-05-30T14:00,69.9,46,68.0,0.000,1
2024-05-30T15:00,70.7,41,67.3,0.000,2
2024-05-30T16:00,69.9,43,65.7,0.004,51
2024-05-30T17:00,69.1,45,64.9,0.000,1
2024-05-30T18:00,69.0,40,64.5,0.000,0
2024-05-30T19:00,68.1,42,64.5,0.000,0
2024-05-30T20:00,64.4,55,62.0,0.000,0
2024-05-30T21:00,61.3,65,59.2,0.000,1
2024-05-30T22:00,59.7,74,58.5,0.000,2
2024-05-30T23:00,59.7,74,57.9,0.000,2
2024-05-31T00:00,59.9,64,56.1,0.000,1
2024-05-31T01:00,58.6,57,53.4,0.000,0
2024-05-31T02:00,57.2,57,51.7,0.000,2
2024-05-31T03:00,56.6,59,51.3,0.000,2
2024-05-31T04:00,56.6,58,50.9,0.000,2
2024-05-31T05:00,56.1,58,50.7,0.000,1
2024-05-31T06:00,55.4,62,50.5,0.000,0
2024-05-31T07:00,56.6,65,52.1,0.000,1
2024-05-31T08:00,59.9,58,54.9,0.000,0
2024-05-31T09:00,64.3,52,59.3,0.000,0
2024-05-31T10:00,67.4,45,62.7,0.000,0
2024-05-31T11:00,69.9,37,65.6,0.000,0
2024-05-31T12:00,71.6,32,67.5,0.000,2
2024-05-31T13:00,72.5,31,68.3,0.000,1
2024-05-31T14:00,74.3,28,70.2,0.000,2
2024-05-31T15:00,73.4,30,65.6,0.000,2
2024-05-31T16:00,73.8,30,66.5,0.000,1
2024-05-31T17:00,73.7,30,67.3,0.000,1
2024-05-31T18:00,76.6,26,72.2,0.000,0
2024-05-31T19:00,71.0,39,65.3,0.000,0
2024-05-31T20:00,67.1,45,62.8,0.000,0
2024-05-31T21:00,64.3,51,60.6,0.000,0
2024-05-31T22:00,62.6,57,58.9,0.000,0
2024-05-31T23:00,62.6,49,57.3,0.000,0
2024-06-01T00:00,60.2,52,55.6,0.000,0
2024-06-01T01:00,57.4,58,53.2,0.000,0
2024-06-01T02:00,56.3,61,52.2,0.000,0
2024-06-01T03:00,55.3,63,51.2,0.000,0
2024-06-01T04:00,55.4,61,50.8,0.000,0
2024-06-01T05:00,56.2,57,51.0,0.000,0
2024-06-01T06:00,57.3,56,51.6,0.000,0
2024-06-01T07:00,60.8,54,55.1,0.000,0
2024-06-01T08:00,64.8,52,60.6,0.000,0
2024-06-01T09:00,68.5,47,64.1,0.000,0
2024-06-01T10:00,71.8,43,68.6,0.000,0
2024-06-01T11:00,75.2,39,74.5,0.000,0
2024-06-01T12:00,77.9,34,78.6,0.000,0
2024-06-01T13:00,79.9,30,81.0,0.000,0
2024-06-01T14:00,81.1,28,81.7,0.000,0
2024-06-01T15:00,82.0,27,81.2,0.000,0
2024-06-01T16:00,82.3,27,79.5,0.000,0
2024-06-01T17:00,82.2,27,78.1,0.000,0
2024-06-01T18:00,81.3,30,78.8,0.000,0
2024-06-01T19:00,77.0,43,76.6,0.000,0
2024-06-01T20:00,71.3,56,69.9,0.000,0
2024-06-01T21:00,68.9,44,65.1,0.000,1
2024-06-01T22:00,67.5,41,63.2,0.000,1
2024-06-01T23:00,65.9,43,61.6,0.000,0
2024-06-02T00:00,63.0,50,59.0,0.000,0
2024-06-02T01:00,59.9,60,56.2,0.000,0
2024-06-02T02:00,59.6,59,56.0,0.000,1
2024-06-02T03:00,59.0,56,54.5,0.000,1
2024-06-02T04:00,58.1,57,53.9,0.000,1
2024-06-02T05:00,57.2,62,53.5,0.000,1
2024-06-02T06:00,57.8,67,54.9,0.000,1
2024-06-02T07:00,61.0,65,58.1,0.000,1
2024-06-02T08:00,64.8,62,63.2,0.000,1
2024-06-02T09:00,68.8,58,67.7,0.000,1
2024-06-02T10:00,73.0,53,72.6,0.000,1
2024-06-02T11:00,77.2,46,78.0,0.000,1
2024-06-02T12:00,80.0,37,79.5,0.000,1
2024-06-02T13:00,80.6,37,79.4,0.000,1
2024-06-02T14:00,80.7,39,80.6,0.000,1
2024-06-02T15:00,79.1,48,79.4,0.000,3
2024-06-02T16:00,77.8,50,76.1,0.000,3
2024-06-02T17:00,77.0,57,76.1,0.000,3
2024-06-02T18:00,77.7,58,78.6,0.000,3
2024-06-02T19:00,77.0,43,75.4,0.000,3
2024-06-02T20:00,72.7,56,73.0,0.000,3
2024-06-02T21:00,70.5,67,71.6,0.000,3
2024-06-02T22:00,68.9,79,71.1,0.000,2
2024-06-02T23:00,67.3,83,69.9,0.000,3
2024-06-03T00:00,68.6,72,69.5,0.000,1
2024-06-03T01:00,67.0,73,67.5,0.000,2
2024-06-03T02:00,64.8,81,66.1,0.000,2
2024-06-03T03:00,65.1,82,67.1,0.000,2
2024-06-03T04:00,64.4,85,66.5,0.000,0
2024-06-03T05:00,63.5,88,65.5,0.000,0
2024-06-03T06:00,63.2,90,64.7,0.000,1
2024-06-03T07:00,65.8,87,67.4,0.000,0
2024-06-03T08:00,69.7,76,71.8,0.000,0
2024-06-03T09:00,74.9,58,75.6,0.000,0
2024-06-03T10:00,77.9,52,79.9,0.000,0
2024-06-03T11:00,80.3,47,84.3,0.000,0
2024-06-03T12:00,82.3,44,86.4,0.000,0
2024-06-03T13:00,84.2,43,88.5,0.000,0
2024-06-03T14:00,85.6,41,90.2,0.000,0
2024-06-03T15:00,85.7,40,89.7,0.000,0
2024-06-03T16:00,84.9,41,87.3,0.000,1
2024-06-03T17:00,82.4,49,83.0,0.004,51
2024-06-03T18:00,80.1,52,79.9,0.004,51
2024-06-03T19:00,78.7,55,79.6,0.000,1
2024-06-03T20:00,75.2,61,77.1,0.000,1
2024-06-03T21:00,72.3,65,73.8,0.000,2
2024-06-03T22:00,71.7,67,73.6,0.000,1
2024-06-03T23:00,72.0,66,74.7,0.000,0
2024-06-04T00:00,66.7,83,69.4,0.000,0
2024-06-04T01:00,64.4,91,66.9,0.000,0
2024-06-04T02:00,63.4,94,65.8,0.000,0
2024-06-04T03:00,64.9,87,67.9,0.000,0
2024-06-04T04:00,62.5,93,65.0,0.000,1
2024-06-04T05:00,61.3,96,63.3,0.000,0
2024-06-04T06:00,61.7,97,64.1,0.000,0
2024-06-04T07:00,65.5,86,67.4,0.000,0
2024-06-04T08:00,69.6,77,72.2,0.000,0
2024-06-04T09:00,73.2,71,75.7,0.000,0
2024-06-04T10:00,75.0,68,77.9,0.000,0
2024-06-04T11:00,75.9,65,79.0,0.000,0
2024-06-04T12:00,76.4,63,80.0,0.000,1
2024-06-04T13:00,77.3,59,80.6,0.000,1
2024-06-04T14:00,77.8,56,81.2,0.000,1
2024-06-04T15:00,77.8,56,80.1,0.000,1
2024-06-04T16:00,76.6,57,77.5,0.000,1
2024-06-04T17:00,74.3,60,73.3,0.000,1
2024-06-04T18:00,71.4,65,69.6,0.000,1
2024-06-04T19:00,68.2,74,66.6,0.000,1
2024-06-04T20:00,65.6,82,65.0,0.000,1
2024-06-04T21:00,63.8,87,65.2,0.000,1
2024-06-04T22:00,62.3,93,63.6,0.000,1
2024-06-04T23:00,61.5,96,63.2,0.000,1
2024-06-05T00:00,60.4,98,62.4,0.000,1
2024-06-05T01:00,59.0,99,59.9,0.000,1
2024-06-05T02:00,59.0,99,60.2,0.000,0
2024-06-05T03:00,58.1,99,58.4,0.000,0
2024-06-05T04:00,60.6,97,62.7,0.000,1
2024-06-05T05:00,60.4,98,62.8,0.000,1
2024-06-05T06:00,59.9,98,62.4,0.000,3
2024-06-05T07:00,62.5,95,64.6,0.000,3
2024-06-05T08:00,64.0,94,66.6,0.000,3
2024-06-05T09:00,67.9,86,71.2,0.000,3
2024-06-05T10:00,69.4,85,72.8,0.000,3
2024-06-05T11:00,71.9,81,75.5,0.004,51
2024-06-05T12:00,76.0,70,79.1,0.000,1
2024-06-05T13:00,78.5,63,82.4,0.000,1
2024-06-05T14:00,78.8,62,81.9,0.000,3
2024-06-05T15:00,76.5,70,77.1,0.000,3
2024-06-05T16:00,76.0,73,76.0,0.004,51
2024-06-05T17:00,74.7,76,75.2,0.000,2
2024-06-05T18:00,73.6,79,74.7,0.000,2
2024-06-05T19:00,73.1,80,75.0,0.000,1
2024-06-05T20:00,70.3,88,73.0,0.000,1
2024-06-05T21:00,68.8,95,73.4,0.205,63
2024-06-05T22:00,68.5,96,74.1,0.020,53
2024-06-05T23:00,68.0,97,72.4,0.028,53
2024-06-06T00:00,67.5,98,71.7,0.008,51
