latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,-14400,America/New_York,EDT

time,temperature_2m (°F),relative_humidity_2m (%),apparent_temperature (°F),precipitation (inch),weather_code (wmo code)
2024-03-11T11:00,41.0,44,24.0,0.000,1
2024-03-11T12:00,43.2,39,26.9,0.000,0
2024-03-11T13:00,46.6,33,32.4,0.000,0
2024-03-11T14:00,47.9,32,34.5,0.000,0
2024-03-11T15:00,49.2,29,35.1,0.000,0
2024-03-11T16:00,49.8,26,34.8,0.000,0
2024-03-11T17:00,49.4,24,34.6,0.000,0
2024-03-11T18:00,47.8,29,35.0,0.000,0
2024-03-11T19:00,44.7,30,33.5,0.000,0
2024-03-11T20:00,42.8,32,32.8,0.000,0
2024-03-11T21:00,42.9,33,33.5,0.000,0
2024-03-11T22:00,42.3,36,31.7,0.000,0
2024-03-11T23:00,41.9,36,30.4,0.000,0
2024-03-12T00:00,41.0,37,30.1,0.000,0
2024-03-12T01:00,39.9,39,29.4,0.000,0
2024-03-12T02:00,38.9,42,29.5,0.000,0
2024-03-12T03:00,37.1,46,28.3,0.000,0
2024-03-12T04:00,36.6,48,27.7,0.000,0
2024-03-12T05:00,36.2,50,27.3,0.000,0
2024-03-12T06:00,37.1,52,28.3,0.000,2
2024-03-12T07:00,37.9,53,28.8,0.000,1
2024-03-12T08:00,39.3,55,29.4,0.000,0
2024-03-12T09:00,45.9,53,37.7,0.000,0
2024-03-12T10:00,50.6,47,42.2,0.000,0
2024-03-12T11:00,54.3,43,45.3,0.000,0
2024-03-12T12:00,56.9,42,49.6,0.000,0
2024-03-12T13:00,59.0,42,52.5,0.000,0
2024-03-12T14:00,61.2,40,54.4,0.000,0
2024-03-12T15:00,62.5,39,55.0,0.000,0
2024-03-12T16:00,63.2,37,54.8,0.000,0
2024-03-12T17:00,62.9,38,54.7,0.000,0
2024-03-12T18:00,60.7,45,54.9,0.000,0
2024-03-12T19:00,50.9,66,45.1,0.000,1
2024-03-12T20:00,48.4,72,43.3,0.000,1
2024-03-12T21:00,49.4,68,44.9,0.000,1
2024-03-12T22:00,45.9,79,40.9,0.000,0
2024-03-12T23:00,42.8,86,37.8,0.000,0
2024-03-13T00:00,41.0,88,35.9,0.000,0
2024-03-13T01:00,41.2,80,35.9,0.000,0
2024-03-13T02:00,40.4,77,34.5,0.000,0
2024-03-13T03:00,38.9,81,32.7,0.000,0
2024-03-13T04:00,37.5,84,32.1,0.000,0
2024-03-13T05:00,36.5,88,31.5,0.000,0
2024-03-13T06:00,36.0,88,31.0,0.000,1
2024-03-13T07:00,36.3,87,31.4,0.000,1
2024-03-13T08:00,37.9,85,32.7,0.000,1
2024-03-13T09:00,45.2,70,40.9,0.000,1
2024-03-13T10:00,50.5,61,46.9,0.000,1
2024-03-13T11:00,55.1,54,50.8,0.000,1
2024-03-13T12:00,58.5,47,53.6,0.000,1
2024-03-13T13:00,59.3,44,53.7,0.000,1
2024-03-13T14:00,59.1,47,53.7,0.000,1
2024-03-13T15:00,59.0,52,54.0,0.000,1
2024-03-13T16:00,58.6,56,53.2,0.000,0
2024-03-13T17:00,56.1,62,50.4,0.000,0
2024-03-13T18:00,53.1,69,48.4,0.000,0
2024-03-13T19:00,49.5,76,44.5,0.000,0
2024-03-13T20:00,47.2,85,43.3,0.000,0
2024-03-13T21:00,45.1,86,40.7,0.000,0
2024-03-13T22:00,45.8,82,41.4,0.000,0
2024-03-13T23:00,47.7,78,43.4,0.000,0
2024-03-14T00:00,45.6,82,41.4,0.000,0
2024-03-14T01:00,43.5,86,38.4,0.000,0
2024-03-14T02:00,43.0,85,38.2,0.000,0
2024-03-14T03:00,40.7,88,34.9,0.000,0
2024-03-14T04:00,40.8,86,35.5,0.000,0
2024-03-14T05:00,40.1,87,34.8,0.000,0
2024-03-14T06:00,39.3,90,33.9,0.000,0
2024-03-14T07:00,38.8,91,33.2,0.000,1
2024-03-14T08:00,43.8,82,39.2,0.000,1
2024-03-14T09:00,49.1,75,45.4,0.000,1
2024-03-14T10:00,56.4,66,54.3,0.000,1
2024-03-14T11:00,61.8,53,59.0,0.000,0
2024-03-14T12:00,65.8,40,63.7,0.000,0
2024-03-14T13:00,67.9,37,66.6,0.000,0
2024-03-14T14:00,69.0,38,68.1,0.000,1
2024-03-14T15:00,69.8,39,68.8,0.000,1
2024-03-14T16:00,69.8,44,66.6,0.000,1
2024-03-14T17:00,65.2,51,60.1,0.000,1
2024-03-14T18:00,58.4,60,54.1,0.000,1
2024-03-14T19:00,53.7,65,49.0,0.000,0
2024-03-14T20:00,50.2,69,45.8,0.000,1
2024-03-14T21:00,50.1,64,45.4,0.000,1
2024-03-14T22:00,49.4,65,44.6,0.000,1
2024-03-14T23:00,48.3,68,43.5,0.000,2
2024-03-15T00:00,49.8,62,44.6,0.000,1
2024-03-15T01:00,52.7,54,46.8,0.000,3
2024-03-15T02:00,55.1,51,49.1,0.000,3
2024-03-15T03:00,56.3,50,50.2,0.000,3
2024-03-15T04:00,57.7,50,51.4,0.000,3
2024-03-15T05:00,55.4,57,50.9,0.000,1
2024-03-15T06:00,54.4,65,49.7,0.031,53
2024-03-15T07:00,52.9,72,49.2,0.000,1
2024-03-15T08:00,53.6,72,50.3,0.000,3
2024-03-15T09:00,58.8,67,53.4,0.000,1
2024-03-15T10:00,64.1,62,58.0,0.000,3
2024-03-15T11:00,64.9,65,61.2,0.000,3
2024-03-15T12:00,67.2,64,63.7,0.000,2
2024-03-15T13:00,70.6,54,66.1,0.000,2
2024-03-15T14:00,69.8,52,64.3,0.000,1
2024-03-15T15:00,69.4,49,63.5,0.000,1
2024-03-15T16:00,67.6,45,60.4,0.000,1
2024-03-15T17:00,64.6,44,56.6,0.000,1
2024-03-15T18:00,61.6,50,55.2,0.000,1
2024-03-15T19:00,57.8,54,51.5,0.000,1
2024-03-15T20:00,54.5,63,49.1,0.000,2
2024-03-15T21:00,50.2,68,45.1,0.000,2
2024-03-15T22:00,48.5,78,44.2,0.000,2
2024-03-15T23:00,46.4,84,42.3,0.000,1
2024-03-16T00:00,45.8,84,40.9,0.000,1
2024-03-16T01:00,44.4,87,39.5,0.000,1
2024-03-16T02:00,42.7,91,38.1,0.000,2
2024-03-16T03:00,43.1,87,38.6,0.000,3
2024-03-16T04:00,44.8,80,40.6,0.000,1
2024-03-16T05:00,42.7,84,38.4,0.000,0
2024-03-16T06:00,41.3,82,36.2,0.000,0
2024-03-16T07:00,40.2,81,34.8,0.000,1
2024-03-16T08:00,41.6,80,35.8,0.000,0
2024-03-16T09:00,45.8,73,40.9,0.000,0
2024-03-16T10:00,49.3,66,44.8,0.000,0
2024-03-16T11:00,52.0,59,48.0,0.000,1
2024-03-16T12:00,54.3,50,48.9,0.004,51
2024-03-16T13:00,55.4,46,48.2,0.000,3
2024-03-16T14:00,57.4,40,49.1,0.000,1
2024-03-16T15:00,57.1,39,49.7,0.000,0
2024-03-16T16:00,55.2,61,48.1,0.000,0
2024-03-16T17:00,54.5,65,48.0,0.000,1
2024-03-16T18:00,53.7,69,50.1,0.000,1
2024-03-16T19:00,50.7,68,46.0,0.000,0
2024-03-16T20:00,47.1,62,41.2,0.000,0
2024-03-16T21:00,49.0,51,41.9,0.000,0
2024-03-16T22:00,46.7,56,40.2,0.000,0
2024-03-16T23:00,46.2,59,38.7,0.000,0
2024-03-17T00:00,45.2,67,38.6,0.000,0
2024-03-17T01:00,44.6,74,37.7,0.000,1
2024-03-17T02:00,45.5,72,38.7,0.000,3
2024-03-17T03:00,46.4,69,40.4,0.012,51
2024-03-17T04:00,47.4,74,40.5,0.004,51
2024-03-17T05:00,48.4,76,41.2,0.000,2
2024-03-17T06:00,49.0,76,42.1,0.000,1
2024-03-17T07:00,48.3,78,41.9,0.000,0
2024-03-17T08:00,49.2,76,42.4,0.000,0
2024-03-17T09:00,50.8,70,45.1,0.000,2
2024-03-17T10:00,51.6,67,45.6,0.000,1
2024-03-17T11:00,54.6,56,46.8,0.000,0
2024-03-17T12:00,57.9,44,49.2,0.000,0
2024-03-17T13:00,59.0,38,49.9,0.000,0
2024-03-17T14:00,60.0,34,50.4,0.000,0
2024-03-17T15:00,59.3,33,48.8,0.000,1
2024-03-17T16:00,58.8,32,47.5,0.000,1
2024-03-17T17:00,57.2,33,45.8,0.000,1
2024-03-17T18:00,55.4,37,45.9,0.000,0
2024-03-17T19:00,52.0,42,43.6,0.000,0
2024-03-17T20:00,48.7,47,41.6,0.000,1
2024-03-17T21:00,48.5,47,42.1,0.000,1
2024-03-17T22:00,45.2,58,38.7,0.000,2
2024-03-17T23:00,45.8,54,39.3,0.000,3
2024-03-18T00:00,46.2,50,38.5,0.000,2
2024-03-18T01:00,45.0,46,36.2,0.000,2
2024-03-18T02:00,44.1,48,35.5,0.000,2
2024-03-18T03:00,43.1,50,35.2,0.000,2
2024-03-18T04:00,42.4,52,34.6,0.000,2
2024-03-18T05:00,42.3,50,34.4,0.000,2
2024-03-18T06:00,41.8,49,33.2,0.000,2
2024-03-18T07:00,40.3,52,31.9,0.000,0
2024-03-18T08:00,39.2,62,31.8,0.000,0
2024-03-18T09:00,42.6,56,34.7,0.000,1
2024-03-18T10:00,44.5,45,35.4,0.000,1
2024-03-18T11:00,46.4,39,36.4,0.000,2
2024-03-18T12:00,47.1,37,37.3,0.000,2
2024-03-18T13:00,47.3,37,37.0,0.000,2
2024-03-18T14:00,47.3,37,37.3,0.000,3
2024-03-18T15:00,47.7,36,37.5,0.000,1
2024-03-18T16:00,48.2,33,37.7,0.000,2
2024-03-18T17:00,47.3,34,36.6,0.000,2
2024-03-18T18:00,46.0,34,35.2,0.000,2
2024-03-18T19:00,44.1,38,34.1,0.000,2
2024-03-18T20:00,42.0,41,32.5,0.000,3
2024-03-18T21:00,39.2,42,29.3,0.000,1
2024-03-18T22:00,37.5,44,28.1,0.000,0
2024-03-18T23:00,35.9,49,26.7,0.000,0
2024-03-19T00:00,35.0,51,25.3,0.000,0
2024-03-19T01:00,34.2,55,24.9,0.000,0
2024-03-19T02:00,33.2,58,24.2,0.000,0
2024-03-19T03:00,32.5,61,23.6,0.000,0
2024-03-19T04:00,32.3,62,23.2,0.000,0
2024-03-19T05:00,32.4,62,23.0,0.000,0
2024-03-19T06:00,32.2,64,23.2,0.000,0
2024-03-19T07:00,32.0,66,23.8,0.000,2
2024-03-19T08:00,34.0,58,24.6,0.000,3
2024-03-19T09:00,35.9,50,24.6,0.000,3
2024-03-19T10:00,37.4,46,25.0,0.000,1
2024-03-19T11:00,40.2,40,27.4,0.000,1
2024-03-19T12:00,42.5,36,30.9,0.000,2
2024-03-19T13:00,43.6,35,32.1,0.000,3
2024-03-19T14:00,44.3,35,32.4,0.000,3
2024-03-19T15:00,45.1,35,33.6,0.000,2
2024-03-19T16:00,44.3,36,32.2,0.000,3
2024-03-19T17:00,43.7,36,31.5,0.000,3
2024-03-19T18:00,43.2,36,31.2,0.000,3
2024-03-19T19:00,42.1,41,32.5,0.000,3
2024-03-19T20:00,40.6,49,32.3,0.004,51
2024-03-19T21:00,39.1,55,30.0,0.004,51
2024-03-19T22:00,36.5,76,31.1,0.012,71
2024-03-19T23:00,36.4,80,31.0,0.000,2
2024-03-20T00:00,33.7,89,27.9,0.000,0
2024-03-20T01:00,33.7,86,27.6,0.000,1
2024-03-20T02:00,35.7,77,29.0,0.000,2
2024-03-20T03:00,37.4,67,29.7,0.000,1
2024-03-20T04:00,35.3,70,27.2,0.000,1
2024-03-20T05:00,36.2,68,27.7,0.000,2
2024-03-20T06:00,37.0,66,28.3,0.000,0
2024-03-20T07:00,35.7,68,27.1,0.000,0
2024-03-20T08:00,37.4,65,28.2,0.000,0
2024-03-20T09:00,42.8,59,35.5,0.000,2
2024-03-20T10:00,45.0,55,38.6,0.000,2
2024-03-20T11:00,47.6,51,41.4,0.000,2
2024-03-20T12:00,49.9,49,42.9,0.000,2
2024-03-20T13:00,50.6,53,43.8,0.031,53
2024-03-20T14:00,49.8,59,44.5,0.028,53
2024-03-20T15:00,52.8,50,47.7,0.000,2
2024-03-20T16:00,53.1,52,47.1,0.000,2
2024-03-20T17:00,51.4,64,44.0,0.012,51
2024-03-20T18:00,49.5,64,42.3,0.000,2
2024-03-20T19:00,45.5,56,33.4,0.039,55
2024-03-20T20:00,43.3,53,32.2,0.000,2
2024-03-20T21:00,39.2,48,26.5,0.000,0
2024-03-20T22:00,37.2,37,24.4,0.000,0
2024-03-20T23:00,34.1,37,22.5,0.000,0
2024-03-21T00:00,32.4,39,21.0,0.000,0
2024-03-21T01:00,30.8,41,20.3,0.000,0
2024-03-21T02:00,29.3,43,18.8,0.000,0
2024-03-21T03:00,27.9,46,17.7,0.000,0
2024-03-21T04:00,27.1,48,17.2,0.000,0
2024-03-21T05:00,26.2,51,16.3,0.000,0
2024-03-21T06:00,25.6,52,15.6,0.000,0
2024-03-21T07:00,25.0,53,14.7,0.000,0
2024-03-21T08:00,26.8,50,15.6,0.000,0
2024-03-21T09:00,31.0,43,17.9,0.000,0
2024-03-21T10:00,32.8,43,19.6,0.000,3
2024-03-21T11:00,34.6,40,21.7,0.000,3
2024-03-21T12:00,36.4,37,23.7,0.000,3
2024-03-21T13:00,38.7,32,26.4,0.000,1
2024-03-21T14:00,41.2,26,28.7,0.000,1
2024-03-21T15:00,41.0,27,29.3,0.000,0
2024-03-21T16:00,41.6,26,29.5,0.000,0
2024-03-21T17:00,41.3,26,28.7,0.000,0
2024-03-21T18:00,40.0,26,27.7,0.000,0
2024-03-21T19:00,36.7,32,26.2,0.000,0
2024-03-21T20:00,34.4,35,24.0,0.000,0
2024-03-21T21:00,32.5,40,23.7,0.000,0
2024-03-21T22:00,30.2,48,22.3,0.000,0
2024-03-21T23:00,29.0,52,20.9,0.000,0
2024-03-22T00:00,28.4,53,20.0,0.000,0
2024-03-22T01:00,28.1,50,18.6,0.000,0
2024-03-22T02:00,27.0,52,17.7,0.000,0
2024-03-22T03:00,25.9,55,17.1,0.000,0
2024-03-22T04:00,24.9,57,16.4,0.000,0
2024-03-22T05:00,24.1,59,16.0,0.000,0
2024-03-22T06:00,22.2,69,14.2,0.000,0
2024-03-22T07:00,22.9,73,15.6,0.000,0
2024-03-22T08:00,26.4,63,18.5,0.000,0
2024-03-22T09:00,30.2,47,21.8,0.000,0
2024-03-22T10:00,32.5,45,25.1,0.000,0
2024-03-22T11:00,34.8,45,28.8,0.000,0
2024-03-22T12:00,37.4,45,33.5,0.000,2
2024-03-22T13:00,39.4,45,34.2,0.000,0
2024-03-22T14:00,41.2,45,36.0,0.000,0
2024-03-22T15:00,41.8,40,34.9,0.000,0
2024-03-22T16:00,41.0,41,31.5,0.000,0
2024-03-22T17:00,40.1,47,29.9,0.000,3
2024-03-22T18:00,38.3,54,28.6,0.000,0
2024-03-22T19:00,37.8,63,28.9,0.000,3
2024-03-22T20:00,38.3,68,30.3,0.000,3
2024-03-22T21:00,37.6,67,30.5,0.000,3
2024-03-22T22:00,38.1,68,31.0,0.000,3
2024-03-22T23:00,38.3,70,31.4,0.000,3
2024-03-23T00:00,38.3,73,31.8,0.000,3
2024-03-23T01:00,37.4,78,30.4,0.000,3
2024-03-23T02:00,37.1,78,30.0,0.000,3
2024-03-23T03:00,37.7,80,30.4,0.000,3
2024-03-23T04:00,38.6,86,31.8,0.031,53
2024-03-23T05:00,39.2,93,33.6,0.063,61
2024-03-23T06:00,40.3,96,34.6,0.094,61
2024-03-23T07:00,41.8,97,36.5,0.075,61
2024-03-23T08:00,44.5,97,39.7,0.150,63
2024-03-23T09:00,43.0,97,39.1,0.157,63
2024-03-23T10:00,45.5,96,42.6,0.193,63
2024-03-23T11:00,47.6,96,44.5,0.209,63
2024-03-23T12:00,49.6,95,46.9,0.134,63
2024-03-23T13:00,49.3,95,45.2,0.185,63
2024-03-23T14:00,48.6,96,45.2,0.319,65
2024-03-23T15:00,47.6,97,41.1,0.500,65
2024-03-23T16:00,46.4,97,37.2,0.331,65
2024-03-23T17:00,43.0,94,32.8,0.051,61
2024-03-23T18:00,42.7,88,31.4,0.012,51
2024-03-23T19:00,41.7,88,31.6,0.000,3
2024-03-23T20:00,40.4,87,30.4,0.000,2
2024-03-23T21:00,38.1,83,27.5,0.000,1
2024-03-23T22:00,35.3,76,22.6,0.000,2
2024-03-23T23:00,33.6,68,20.0,0.000,1
2024-03-24T00:00,32.1,62,18.1,0.000,0
2024-03-24T01:00,31.0,58,17.4,0.000,0
2024-03-24T02:00,30.4,53,17.7,0.000,0
2024-03-24T03:00,29.7,49,18.0,0.000,0
2024-03-24T04:00,29.2,46,18.2,0.000,0
2024-03-24T05:00,28.4,45,17.9,0.000,0
2024-03-24T06:00,27.8,46,17.9,0.000,0
2024-03-24T07:00,27.3,47,17.1,0.000,0
2024-03-24T08:00,28.8,51,18.8,0.000,0
2024-03-24T09:00,33.4,44,23.1,0.000,0
2024-03-24T10:00,35.6,43,24.7,0.000,0
2024-03-24T11:00,37.9,36,26.6,0.000,0
2024-03-24T12:00,40.4,37,30.6,0.000,0
2024-03-24T13:00,42.5,34,33.7,0.000,0
2024-03-24T14:00,44.5,36,36.4,0.000,0
2024-03-24T15:00,46.6,32,38.3,0.000,0
2024-03-24T16:00,46.7,31,37.1,0.000,0
2024-03-24T17:00,47.1,32,37.3,0.000,0
2024-03-24T18:00,45.6,30,35.3,0.000,0
2024-03-24T19:00,41.9,35,33.0,0.000,0
2024-03-24T20:00,39.1,38,29.9,0.000,0
2024-03-24T21:00,37.2,42,26.8,0.000,0
2024-03-24T22:00,35.1,43,24.7,0.000,0
2024-03-24T23:00,33.5,47,23.8,0.000,0
2024-03-25T00:00,32.3,52,23.0,0.000,0
2024-03-25T01:00,31.3,55,22.3,0.000,0
2024-03-25T02:00,30.3,59,21.7,0.000,0
2024-03-25T03:00,29.8,61,20.9,0.000,0
2024-03-25T04:00,29.4,61,20.4,0.000,0
2024-03-25T05:00,29.2,61,19.8,0.000,0
2024-03-25T06:00,28.9,60,19.5,0.000,0
2024-03-25T07:00,29.1,59,19.6,0.000,0
2024-03-25T08:00,32.0,60,22.5,0.000,0
2024-03-25T09:00,36.0,54,26.3,0.000,0
2024-03-25T10:00,39.3,47,28.6,0.000,0
2024-03-25T11:00,41.9,47,32.0,0.000,0
2024-03-25T12:00,44.6,43,35.6,0.000,0
2024-03-25T13:00,46.8,39,38.7,0.000,0
2024-03-25T14:00,48.6,39,41.1,0.000,0
2024-03-25T15:00,49.8,41,42.6,0.000,0
2024-03-25T16:00,50.0,43,42.3,0.000,0
2024-03-25T17:00,49.6,44,41.7,0.000,0
2024-03-25T18:00,48.3,47,40.3,0.000,0
2024-03-25T19:00,44.6,54,37.5,0.000,0
2024-03-25T20:00,41.6,56,33.9,0.000,0
2024-03-25T21:00,40.8,57,33.8,0.000,0
2024-03-25T22:00,39.7,57,31.9,0.000,0
2024-03-25T23:00,39.1,63,30.8,0.000,0
2024-03-26T00:00,37.4,59,28.2,0.000,0
2024-03-26T01:00,35.6,57,26.1,0.000,0
2024-03-26T02:00,34.2,57,25.2,0.000,0
2024-03-26T03:00,33.2,59,25.1,0.000,1
2024-03-26T04:00,32.5,61,23.8,0.000,0
2024-03-26T05:00,32.0,61,23.0,0.000,0
2024-03-26T06:00,31.8,61,22.4,0.000,1
2024-03-26T07:00,32.0,61,22.7,0.000,1
2024-03-26T08:00,35.1,60,26.0,0.000,1
2024-03-26T09:00,40.1,52,31.5,0.000,1
2024-03-26T10:00,43.9,54,34.9,0.000,1
2024-03-26T11:00,47.3,56,39.1,0.000,3
2024-03-26T12:00,48.1,57,40.7,0.000,3
2024-03-26T13:00,48.9,57,41.7,0.000,3
2024-03-26T14:00,49.4,59,43.3,0.000,3
2024-03-26T15:00,49.1,61,42.7,0.000,3
2024-03-26T16:00,49.1,61,42.5,0.000,3
2024-03-26T17:00,49.5,61,43.1,0.000,3
2024-03-26T18:00,49.0,63,43.2,0.000,3
2024-03-26T19:00,47.7,68,43.5,0.000,3
2024-03-26T20:00,46.6,71,41.0,0.000,3
2024-03-26T21:00,42.8,77,37.4,0.000,3
2024-03-26T22:00,42.7,80,37.8,0.000,3
2024-03-26T23:00,42.4,82,38.5,0.000,3
2024-03-27T00:00,42.4,83,37.2,0.000,3
2024-03-27T01:00,41.9,78,35.8,0.000,2
2024-03-27T02:00,41.1,79,36.6,0.000,3
2024-03-27T03:00,40.4,81,35.4,0.000,3
2024-03-27T04:00,40.3,81,35.3,0.000,3
2024-03-27T05:00,40.2,81,35.5,0.000,3
2024-03-27T06:00,40.4,81,35.8,0.000,3
2024-03-27T07:00,40.7,81,36.0,0.000,3
2024-03-27T08:00,41.7,79,37.2,0.000,3
2024-03-27T09:00,42.1,77,37.6,0.000,3
2024-03-27T10:00,43.3,76,38.7,0.000,3
2024-03-27T11:00,44.6,75,40.5,0.000,2
2024-03-27T12:00,46.7,73,43.5,0.000,3
2024-03-27T13:00,47.3,72,44.6,0.000,3
2024-03-27T14:00,49.0,71,45.5,0.000,3
2024-03-27T15:00,49.7,71,45.6,0.000,3
2024-03-27T16:00,50.4,71,47.1,0.000,3
2024-03-27T17:00,51.2,70,47.7,0.000,3
2024-03-27T18:00,50.6,73,47.4,0.000,3
2024-03-27T19:00,49.6,84,47.3,0.024,53
2024-03-27T20:00,49.1,84,47.0,0.000,2
2024-03-27T21:00,44.9,95,42.3,0.000,3
2024-03-27T22:00,46.2,94,43.2,0.000,3
2024-03-27T23:00,46.3,94,43.4,0.000,3
2024-03-28T00:00,45.9,97,44.1,0.016,51
2024-03-28T01:00,45.7,98,43.7,0.079,61
2024-03-28T02:00,45.5,98,43.6,0.059,61
2024-03-28T03:00,45.5,98,43.2,0.035,53
2024-03-28T04:00,45.4,98,42.3,0.043,55
2024-03-28T05:00,45.3,98,41.6,0.091,61
2024-03-28T06:00,45.0,97,42.6,0.110,63
2024-03-28T07:00,44.6,98,42.6,0.075,61
2024-03-28T08:00,45.0,98,41.5,0.028,53
2024-03-28T09:00,47.9,95,46.2,0.012,51
2024-03-28T10:00,48.2,96,45.5,0.031,53
2024-03-28T11:00,49.0,93,44.3,0.024,53
2024-03-28T12:00,49.2,92,44.7,0.020,53
2024-03-28T13:00,48.9,93,44.3,0.028,53
2024-03-28T14:00,48.6,93,43.0,0.031,53
2024-03-28T15:00,50.9,81,44.8,0.020,53
2024-03-28T16:00,50.1,87,45.7,0.008,51
2024-03-28T17:00,49.2,93,45.1,0.020,53
2024-03-28T18:00,48.6,93,44.8,0.016,51
2024-03-28T19:00,47.6,93,43.3,0.024,53
2024-03-28T20:00,46.4,93,42.0,0.020,53
2024-03-28T21:00,44.6,95,39.4,0.028,53
2024-03-28T22:00,44.5,94,39.2,0.016,51
2024-03-28T23:00,43.2,93,36.2,0.016,51
2024-03-29T00:00,41.5,84,32.8,0.012,51
2024-03-29T01:00,40.3,72,30.1,0.004,51
2024-03-29T02:00,40.4,57,30.2,0.000,3
2024-03-29T03:00,41.4,45,29.9,0.000,3
2024-03-29T04:00,41.6,38,29.7,0.000,3
2024-03-29T05:00,40.9,34,28.8,0.000,3
2024-03-29T06:00,39.6,36,27.5,0.000,2
2024-03-29T07:00,38.7,42,27.1,0.000,1
2024-03-29T08:00,39.3,49,28.2,0.000,1
2024-03-29T09:00,43.7,48,32.3,0.000,0
2024-03-29T10:00,46.5,44,35.0,0.000,0
2024-03-29T11:00,49.3,37,37.9,0.000,0
2024-03-29T12:00,50.9,36,40.3,0.000,0
2024-03-29T13:00,52.0,36,41.8,0.000,0
2024-03-29T14:00,53.6,33,43.7,0.000,0
2024-03-29T15:00,54.4,32,41.8,0.000,1
2024-03-29T16:00,53.2,34,39.7,0.000,0
2024-03-29T17:00,51.8,36,38.4,0.000,0
2024-03-29T18:00,49.6,38,36.4,0.000,0
2024-03-29T19:00,46.1,43,34.5,0.000,0
2024-03-29T20:00,43.7,45,32.6,0.000,0
2024-03-29T21:00,41.6,46,30.4,0.000,0
2024-03-29T22:00,40.0,49,29.8,0.000,0
2024-03-29T23:00,39.0,52,29.3,0.000,0
2024-03-30T00:00,38.1,55,29.3,0.000,0
2024-03-30T01:00,37.4,58,28.8,0.000,0
2024-03-30T02:00,37.2,58,27.3,0.000,0
2024-03-30T03:00,37.5,58,28.3,0.000,2
2024-03-30T04:00,37.5,59,28.8,0.000,3
2024-03-30T05:00,37.8,59,28.6,0.000,2
2024-03-30T06:00,37.1,61,27.8,0.000,2
2024-03-30T07:00,35.9,64,26.7,0.000,2
2024-03-30T08:00,37.7,58,27.4,0.000,0
2024-03-30T09:00,42.0,49,30.8,0.000,0
2024-03-30T10:00,43.9,48,33.4,0.000,1
2024-03-30T11:00,46.8,46,37.4,0.000,0
2024-03-30T12:00,50.0,43,42.0,0.000,1
2024-03-30T13:00,53.1,40,45.3,0.000,1
2024-03-30T14:00,55.7,37,48.1,0.000,1
2024-03-30T15:00,57.4,35,48.4,0.000,1
2024-03-30T16:00,57.9,34,47.5,0.000,1
2024-03-30T17:00,56.4,39,46.5,0.000,3
2024-03-30T18:00,55.0,42,46.6,0.000,3
2024-03-30T19:00,53.5,44,45.7,0.000,3
2024-03-30T20:00,52.1,51,45.2,0.000,3
2024-03-30T21:00,51.4,57,43.3,0.000,3
2024-03-30T22:00,49.1,69,43.5,0.004,51
2024-03-30T23:00,48.2,75,41.9,0.000,3
2024-03-31T00:00,47.4,79,41.4,0.000,3
2024-03-31T01:00,47.3,81,41.9,0.000,3
2024-03-31T02:00,47.1,83,41.8,0.008,51
2024-03-31T03:00,46.9,83,42.1,0.000,1
2024-03-31T04:00,44.8,85,39.7,0.000,0
2024-03-31T05:00,42.3,84,36.7,0.000,0
2024-03-31T06:00,40.5,80,34.3,0.000,0
2024-03-31T07:00,39.7,74,32.8,0.000,1
2024-03-31T08:00,42.4,68,35.1,0.000,0
2024-03-31T09:00,48.7,54,41.1,0.000,1
2024-03-31T10:00,51.9,47,44.6,0.000,3
2024-03-31T11:00,53.2,48,45.7,0.000,2
2024-03-31T12:00,55.5,48,49.1,0.000,1
2024-03-31T13:00,59.0,40,52.0,0.000,3
2024-03-31T14:00,59.1,39,51.1,0.000,0
2024-03-31T15:00,60.4,39,53.9,0.000,0
2024-03-31T16:00,60.8,38,53.2,0.000,1
2024-03-31T17:00,60.1,39,51.6,0.000,1
2024-03-31T18:00,58.4,44,51.5,0.000,1
2024-03-31T19:00,53.4,57,48.8,0.000,1
2024-03-31T20:00,49.8,61,44.5,0.000,1
2024-03-31T21:00,49.9,57,43.2,0.000,1
2024-03-31T22:00,47.3,62,41.2,0.000,1
2024-03-31T23:00,45.0,69,39.8,0.000,1
2024-04-01T00:00,43.7,74,38.7,0.000,2
2024-04-01T01:00,41.5,80,36.0,0.000,3
2024-04-01T02:00,41.9,78,36.8,0.000,2
2024-04-01T03:00,41.5,75,36.3,0.000,2
2024-04-01T04:00,42.1,72,36.0,0.000,3
2024-04-01T05:00,42.2,72,36.6,0.000,3
2024-04-01T06:00,42.2,73,36.9,0.008,51
2024-04-01T07:00,41.7,76,36.5,0.000,3
2024-04-01T08:00,42.9,74,37.5,0.000,3
2024-04-01T09:00,46.3,67,41.7,0.004,51
2024-04-01T10:00,47.3,73,43.6,0.020,53
2024-04-01T11:00,47.3,85,43.3,0.035,53
2024-04-01T12:00,48.9,86,44.8,0.024,53
2024-04-01T13:00,48.6,89,44.0,0.024,53
2024-04-01T14:00,51.2,78,47.2,0.012,51
2024-04-01T15:00,51.5,77,48.1,0.004,51
2024-04-01T16:00,54.3,71,52.1,0.000,3
2024-04-01T17:00,53.7,71,52.1,0.000,3
2024-04-01T18:00,52.5,75,50.1,0.000,3
2024-04-01T19:00,50.6,86,48.7,0.000,0
2024-04-01T20:00,46.1,89,43.2,0.000,0
